Title,Genre,Release Year,Rating,Viewership,Region,Age Group,Subscription Type,Watch Time (min),Completion Rate (%)
Show 1463,Romance,2000,7.8,350695,Europe,45-54,Basic,170.3,0.59
Show 1464,Drama,2003,9.5,920767,South America,65+,Standard,133.6,0.18
Show 1465,Sci-Fi,2020,7.1,306364,Europe,55-64,Basic,63.1,0.52
Show 1466,Action,2010,4.3,284302,Africa,55-64,Standard,122.2,0.21
Show 1467,Romance,2002,9.4,872424,Africa,25-34,Basic,160.6,0.17
Show 1468,Documentary,2012,3.5,950092,Australia,35-44,Premium,134.4,0.27
Show 1469,Drama,2016,4,591864,Europe,18-24,Basic,66.7,0.33
Show 1470,Drama,2021,7.3,879459,North America,25-34,Standard,127.3,0.35
Show 1471,Documentary,2021,7.9,160260,Africa,35-44,Basic,122.9,0.68
Show 1472,Sci-Fi,2009,9.4,228687,Australia,18-24,Standard,153.1,0.15
Show 1473,Thriller,2020,2.8,325974,North America,45-54,Standard,56.7,0.17
Show 1474,Romance,2011,8.2,664379,Africa,55-64,Premium,134.9,0.27
Show 1475,Comedy,2014,7.6,17419,Africa,35-44,Standard,34.1,0.88
Show 1476,Action,2020,1.6,562985,Australia,18-24,Premium,134.4,0.67
Show 1477,Comedy,2009,4.5,352076,Australia,25-34,Premium,174.1,0.76
Show 1478,Documentary,2013,3.5,386856,Asia,18-24,Basic,56.2,0.43
Show 1479,Drama,2012,3.7,502784,South America,25-34,Premium,76.7,0.29
Show 1480,Sci-Fi,2004,9.8,624716,South America,55-64,Standard,117.4,0.13
Show 1481,Drama,2005,6.8,668333,North America,55-64,Standard,139.9,0.54
Show 1482,Action,2023,7.5,768361,South America,18-24,Premium,81.7,0.62
Show 1483,Drama,2001,9.8,615937,North America,18-24,Basic,129.6,0.91
Show 1484,Drama,2021,4.4,389793,Africa,25-34,Premium,164.9,0.89
Show 1485,Action,2016,8.2,278280,Asia,25-34,Premium,139,0.48
Show 1486,Romance,2003,4.9,876171,Asia,35-44,Standard,136.7,0.48
Show 1487,Romance,2013,8.8,853934,Africa,35-44,Basic,87.3,0.25
Show 1488,Action,2009,2.6,167357,Australia,35-44,Basic,166.7,0.33
Show 1489,Sci-Fi,2002,9.5,814471,Europe,18-24,Basic,71.6,0.93
Show 1490,Documentary,2002,3,858152,Europe,65+,Basic,60.8,0.23
Show 1491,Drama,2014,3.9,128168,South America,65+,Standard,84.6,0.97
Show 1492,Sci-Fi,2005,7.8,617551,Australia,65+,Basic,127.5,0.55
Show 1493,Drama,2016,4.5,64155,North America,65+,Basic,159.3,0.51
Show 1494,Documentary,2011,6.5,21911,Asia,35-44,Basic,49.8,0.26
Show 1495,Romance,2021,5,530204,South America,18-24,Standard,152.1,0.7
Show 1496,Sci-Fi,2019,7.7,850484,Africa,65+,Standard,151.9,0.51
Show 1497,Thriller,2023,3.1,467326,Australia,55-64,Basic,118,0.43
Show 1498,Thriller,2010,1.5,761983,Asia,45-54,Standard,144.1,0.34
Show 1499,Thriller,2003,3.7,284934,North America,55-64,Premium,57.3,0.16
Show 1500,Romance,2005,5.3,481377,North America,18-24,Basic,55.4,0.57
Show 1501,Romance,2000,2.5,403422,Europe,18-24,Standard,159.4,0.38
Show 1502,Documentary,2019,4.2,126937,South America,45-54,Basic,104.7,0.74
Show 1503,Drama,2022,4.6,90053,Africa,25-34,Basic,66.9,0.75
Show 1504,Documentary,2015,1.5,317094,Asia,25-34,Standard,133.3,0.4
Show 1505,Documentary,2014,6.2,383355,North America,25-34,Premium,163.8,0.7
Show 1506,Romance,2016,9,847793,Asia,35-44,Basic,124.8,0.33
Show 1507,Thriller,2007,2.4,852883,Africa,25-34,Premium,82.1,0.75
Show 1508,Comedy,2011,6.4,304840,Asia,35-44,Standard,102.5,0.11
Show 1509,Drama,2021,7,479857,South America,35-44,Basic,142.8,0.24
Show 1510,Romance,2020,4.8,990730,Europe,25-34,Standard,40.1,0.32
Show 1511,Thriller,2009,7.3,631683,Asia,25-34,Standard,62.6,0.8
Show 1512,Sci-Fi,2014,4.7,915553,Australia,45-54,Standard,99.4,0.16
Show 1513,Comedy,2008,5.5,838160,Europe,65+,Standard,120.6,0.27
Show 1514,Comedy,2001,1.1,322545,Africa,45-54,Basic,80.9,0.42
Show 1515,Romance,2004,7.2,202298,Europe,35-44,Premium,74.8,0.11
Show 1516,Action,2005,7,554391,Asia,45-54,Premium,36.2,0.79
Show 1517,Drama,2006,1.3,432479,Asia,35-44,Basic,34.9,0.6
Show 1518,Comedy,2020,4.3,787065,Australia,18-24,Basic,71.8,0.91
Show 1519,Romance,2000,9.8,474837,North America,35-44,Premium,109.6,0.13
Show 1520,Romance,2022,4.8,317188,Australia,35-44,Premium,113.5,0.34
Show 1521,Thriller,2006,5.5,587018,Asia,45-54,Basic,104.1,0.76
Show 1522,Sci-Fi,2019,9.2,30825,Europe,65+,Standard,91.5,0.71
Show 1523,Action,2011,7.5,736616,Australia,18-24,Basic,67.8,0.32
Show 1524,Drama,2015,6.2,502393,Australia,55-64,Premium,90.1,0.64
Show 1525,Documentary,2015,8.2,42271,North America,55-64,Standard,50.8,0.81
Show 1526,Sci-Fi,2010,8.8,82256,Asia,65+,Premium,47.3,0.13
Show 1527,Sci-Fi,2020,5.1,444948,Asia,55-64,Standard,75,0.75
Show 1528,Thriller,2003,5.3,71433,Africa,18-24,Premium,179.3,0.33
Show 1529,Comedy,2012,4.5,742990,North America,25-34,Standard,79,0.95
Show 1530,Comedy,2006,9.7,106999,Africa,18-24,Basic,170.5,0.58
Show 1531,Thriller,2003,7.3,761350,Africa,45-54,Basic,88.8,0.13
Show 1532,Romance,2014,1.7,552860,Africa,35-44,Standard,95.9,0.46
Show 1533,Comedy,2018,8.8,567834,South America,35-44,Standard,149.6,0.97
Show 1534,Action,2008,5.3,937654,Africa,45-54,Basic,44,0.76
Show 1535,Drama,2010,1.6,845597,Australia,45-54,Basic,57.3,0.37
Show 1536,Sci-Fi,2007,5.9,855122,Europe,35-44,Standard,176.1,0.62
Show 1537,Sci-Fi,2000,4.8,451880,Australia,65+,Standard,105.9,0.64
Show 1538,Action,2022,8.9,480551,Australia,25-34,Basic,36.6,0.12
Show 1539,Comedy,2023,2.8,735559,Asia,25-34,Premium,37.1,0.26
Show 1540,Sci-Fi,2007,8.4,526727,South America,25-34,Basic,166.1,0.6
Show 1541,Documentary,2012,6,41948,Africa,45-54,Standard,161,0.46
Show 1542,Drama,2021,1.5,959534,Asia,35-44,Standard,98.8,0.27
Show 1543,Drama,2003,9.7,818439,North America,65+,Premium,54.5,0.8
Show 1544,Sci-Fi,2007,5.6,630107,North America,35-44,Basic,154.5,0.54
Show 1545,Thriller,2002,3.6,358351,Asia,35-44,Standard,78.7,0.38
Show 1546,Sci-Fi,2008,5.2,489137,Europe,65+,Basic,92.9,0.25
Show 1547,Thriller,2001,8.7,868204,Asia,18-24,Standard,132.4,0.65
Show 1548,Sci-Fi,2001,3.7,551312,Asia,65+,Premium,83,0.7
Show 1549,Documentary,2012,2.7,772768,South America,18-24,Basic,124.3,0.7
Show 1550,Romance,2014,2.2,961888,North America,55-64,Basic,162.8,0.3
Show 1551,Drama,2022,3.7,612200,North America,18-24,Premium,149.6,0.64
Show 1552,Sci-Fi,2011,8,784521,Africa,25-34,Standard,87.2,0.91
Show 1553,Documentary,2003,5.2,238746,Australia,25-34,Standard,73.2,0.42
Show 1554,Thriller,2007,3,416373,Asia,65+,Basic,72.8,0.29
Show 1555,Thriller,2008,2.5,790427,Asia,25-34,Premium,82.3,0.79
Show 1556,Drama,2022,4,876913,Europe,25-34,Basic,104,0.26
Show 1557,Action,2004,9.5,500336,North America,55-64,Basic,92.5,0.33
Show 1558,Sci-Fi,2023,4.1,355697,Europe,25-34,Standard,50,0.19
Show 1559,Comedy,2019,9.9,662116,South America,45-54,Standard,54.5,0.34
Show 1560,Thriller,2017,5.4,236749,Africa,45-54,Standard,81.4,0.47
Show 1561,Romance,2010,2.6,990616,Europe,45-54,Standard,114.3,0.16
Show 1562,Romance,2014,9,631776,North America,18-24,Standard,118.9,0.88
Show 1563,Thriller,2021,5.1,626029,South America,65+,Premium,102.9,0.56
Show 1564,Action,2008,7.4,718411,Asia,65+,Basic,140.8,0.63
Show 1565,Action,2016,9.9,236773,South America,35-44,Premium,140.6,0.43
Show 1566,Documentary,2011,1.5,987099,Australia,55-64,Basic,94.1,0.7
Show 1567,Romance,2006,1.9,345354,Europe,45-54,Standard,48.7,0.49
Show 1568,Documentary,2009,7.5,179166,North America,45-54,Premium,109.5,0.79
Show 1569,Romance,2009,3.5,507066,Europe,25-34,Basic,87.2,0.84
Show 1570,Sci-Fi,2012,2.7,748249,Asia,45-54,Standard,50.7,0.7
Show 1571,Sci-Fi,2018,1.4,402751,Asia,25-34,Standard,177.3,0.54
Show 1572,Comedy,2010,1.2,454251,North America,25-34,Premium,85.5,0.8
Show 1573,Sci-Fi,2012,8,521031,Australia,35-44,Premium,123.9,0.54
Show 1574,Comedy,2020,2.2,52367,Africa,18-24,Premium,103.5,0.2
Show 1575,Sci-Fi,2007,5.2,767832,South America,25-34,Standard,51.4,0.2
Show 1576,Drama,2007,6.5,939622,South America,25-34,Basic,38.3,0.95
Show 1577,Sci-Fi,2003,4.9,458028,Asia,65+,Basic,123.9,0.29
Show 1578,Documentary,2014,1.2,589172,Europe,35-44,Premium,67.1,0.83
Show 1579,Thriller,2010,8.1,464384,Europe,25-34,Basic,66.5,0.32
Show 1580,Documentary,2010,1.1,673640,Australia,55-64,Standard,173.5,0.49
Show 1581,Thriller,2000,7.9,412962,Africa,18-24,Basic,99.3,0.69
Show 1582,Action,2016,9,369716,Europe,55-64,Standard,34.4,0.24
Show 1583,Documentary,2014,4.9,582539,South America,45-54,Premium,81,0.76
Show 1584,Action,2019,5.8,89821,Europe,18-24,Basic,117.7,0.72
Show 1585,Comedy,2005,5.3,612871,Africa,45-54,Standard,79.3,0.59
Show 1586,Comedy,2023,4.5,249697,South America,65+,Premium,34,0.61
Show 1587,Drama,2021,9,15207,Europe,25-34,Premium,96.6,0.2
Show 1588,Sci-Fi,2014,9,731487,South America,35-44,Premium,45.9,0.49
Show 1589,Documentary,2008,4,32757,Asia,55-64,Premium,122.9,0.18
Show 1590,Action,2013,6.5,938730,Asia,45-54,Basic,122.9,0.38
Show 1591,Thriller,2017,9.3,459623,Australia,25-34,Standard,35.7,0.91
Show 1592,Comedy,2016,9.7,949710,Asia,55-64,Basic,73.6,0.62
Show 1593,Sci-Fi,2017,5.6,680616,Europe,55-64,Standard,92.1,0.77
Show 1594,Comedy,2004,5.1,825254,Africa,65+,Premium,112.5,0.62
Show 1595,Thriller,2019,3.5,267070,South America,65+,Basic,74.4,0.27
Show 1596,Sci-Fi,2019,9.6,46340,North America,45-54,Premium,73.2,0.64
Show 1597,Sci-Fi,2008,2.3,247955,Asia,25-34,Standard,177.5,0.78
Show 1598,Action,2010,6.2,974738,Asia,35-44,Premium,36.3,0.22
Show 1599,Action,2023,3.5,834783,North America,45-54,Basic,178.4,0.84
Show 1600,Documentary,2021,3.5,897743,North America,55-64,Basic,37.2,0.6
Show 1601,Documentary,2000,4.6,971175,Europe,55-64,Standard,73.3,0.1
Show 1602,Romance,2017,10,604608,South America,18-24,Standard,104.1,0.57
Show 1603,Romance,2005,1.5,369709,Asia,25-34,Basic,51.5,0.46
Show 1604,Drama,2001,6.2,433373,Africa,18-24,Basic,50.2,0.37
Show 1605,Comedy,2014,1.7,287081,Europe,65+,Basic,68.4,0.79
Show 1606,Documentary,2020,2.4,976794,Europe,35-44,Basic,176,0.91
Show 1607,Action,2013,5,969211,Africa,45-54,Standard,87,0.79
Show 1608,Thriller,2004,5.6,278363,Africa,55-64,Basic,114.9,0.86
Show 1609,Action,2005,3.3,14399,Australia,25-34,Standard,135.6,0.92
Show 1610,Comedy,2005,3.8,656021,Africa,55-64,Basic,141.3,0.92
Show 1611,Romance,2021,1.8,759208,North America,65+,Basic,133.2,0.2
Show 1612,Action,2017,3.7,950161,Asia,18-24,Premium,80.5,0.51
Show 1613,Drama,2013,9.7,811479,Australia,18-24,Premium,46.8,0.1
Show 1614,Comedy,2009,9.5,236615,North America,45-54,Basic,72.3,0.56
Show 1615,Romance,2013,4,998599,Australia,25-34,Standard,61.5,0.93
Show 1616,Thriller,2012,6.1,614981,Asia,65+,Basic,50.4,0.28
Show 1617,Romance,2002,9.2,630219,Australia,25-34,Premium,33.7,0.68
Show 1618,Sci-Fi,2005,1.1,994658,North America,45-54,Basic,170.4,0.68
Show 1619,Drama,2007,8.3,705251,South America,65+,Premium,168.2,0.24
Show 1620,Comedy,2011,9.5,142852,Asia,65+,Basic,37.6,0.31
Show 1621,Thriller,2012,1.8,294194,Europe,18-24,Basic,56,0.52
Show 1622,Drama,2010,2.5,602839,Asia,18-24,Standard,50.9,0.27
Show 1623,Romance,2011,9.6,335810,Asia,18-24,Premium,72.2,0.63
Show 1624,Drama,2000,5.8,753979,Asia,55-64,Premium,60.6,0.54
Show 1625,Comedy,2016,1.1,611304,South America,35-44,Premium,171.9,0.57
Show 1626,Documentary,2015,3.3,642423,North America,18-24,Standard,42.6,0.22
Show 1627,Drama,2010,5,58010,Europe,35-44,Basic,61.8,0.57
Show 1628,Sci-Fi,2012,7.2,237084,North America,35-44,Standard,42.1,0.14
Show 1629,Drama,2017,7.6,567453,Australia,25-34,Basic,177.1,0.89
Show 1630,Romance,2010,10,278672,Australia,45-54,Standard,167.8,0.41
Show 1631,Romance,2011,3.6,912272,Australia,55-64,Standard,137.5,0.87
Show 1632,Thriller,2005,5.8,185680,North America,35-44,Premium,93.9,0.73
Show 1633,Romance,2008,5.8,404130,Africa,55-64,Standard,58.5,0.79
Show 1634,Action,2015,4.7,566424,South America,25-34,Basic,63.2,0.38
Show 1635,Comedy,2003,2.5,933683,Africa,18-24,Standard,96.5,0.3
Show 1636,Comedy,2002,9.8,353152,Australia,65+,Standard,145.2,0.47
Show 1637,Documentary,2015,8.7,541364,South America,35-44,Basic,69.7,0.12
Show 1638,Documentary,2023,5.5,915343,North America,45-54,Premium,76.6,0.93
Show 1639,Comedy,2011,6.4,685143,Australia,65+,Basic,120,0.45
Show 1640,Sci-Fi,2010,3,908057,North America,25-34,Basic,65.7,0.99
Show 1641,Documentary,2004,5.9,707076,South America,55-64,Basic,117.6,0.79
Show 1642,Thriller,2017,7.3,579586,North America,18-24,Standard,88.1,0.17
Show 1643,Romance,2018,5.6,845736,North America,55-64,Standard,35.2,0.69
Show 1644,Comedy,2022,9.9,870792,Europe,45-54,Basic,90.4,0.34
Show 1645,Documentary,2022,6.5,74835,Africa,35-44,Basic,167.9,0.32
Show 1646,Comedy,2005,4.3,527757,Africa,45-54,Premium,74,0.33
Show 1647,Action,2021,7.9,641712,Africa,55-64,Standard,78.4,0.92
Show 1648,Drama,2017,2.5,668478,Asia,55-64,Standard,39.9,0.55
Show 1649,Romance,2005,4.5,998796,Europe,65+,Standard,122.3,0.7
Show 1650,Comedy,2003,4.1,259394,Australia,45-54,Standard,157.4,0.35
Show 1651,Drama,2011,4.9,324055,Australia,45-54,Basic,82.9,0.57
Show 1652,Documentary,2018,8,995993,Australia,45-54,Basic,66,0.42
Show 1653,Drama,2001,5.4,108088,Africa,18-24,Premium,173.5,0.39
Show 1654,Romance,2016,8.1,544473,Africa,55-64,Standard,141.8,0.32
Show 1655,Comedy,2010,6.2,964296,Europe,25-34,Standard,115.1,0.47
Show 1656,Action,2010,4.1,579901,North America,18-24,Basic,75.8,0.69
Show 1657,Sci-Fi,2020,8.3,770372,Africa,18-24,Premium,63.1,0.3
Show 1658,Documentary,2015,3.1,169999,Australia,18-24,Basic,137.4,0.97
Show 1659,Comedy,2001,3,267530,North America,65+,Standard,108.3,0.21
Show 1660,Romance,2001,5.5,490369,Africa,25-34,Standard,108.1,0.53
Show 1661,Documentary,2022,3.3,470944,South America,45-54,Premium,41.1,0.18
Show 1662,Thriller,2007,1.1,998785,Asia,65+,Basic,106.8,0.12
Show 1663,Drama,2012,6.8,297164,Africa,55-64,Standard,153.4,0.93
Show 1664,Sci-Fi,2009,5.6,571966,South America,35-44,Standard,172,0.83
Show 1665,Romance,2007,5,222767,Europe,65+,Premium,46,0.72
Show 1666,Thriller,2003,9.7,66394,South America,35-44,Standard,124.7,0.88
Show 1667,Comedy,2014,6.1,729305,Europe,55-64,Standard,115.3,0.82
Show 1668,Action,2000,8.8,644665,Africa,25-34,Basic,163.5,0.68
Show 1669,Documentary,2010,2.3,651004,Europe,35-44,Premium,142.7,0.86
Show 1670,Drama,2006,6.1,192486,South America,18-24,Premium,174.8,0.45
Show 1671,Documentary,2016,8.8,977320,Asia,65+,Premium,174,0.6
Show 1672,Sci-Fi,2019,6.2,585206,North America,35-44,Basic,63.9,0.8
Show 1673,Comedy,2023,7.5,489497,North America,55-64,Premium,138.8,0.18
Show 1674,Documentary,2017,4.3,247556,Asia,18-24,Standard,109.6,0.87
Show 1675,Drama,2021,1.8,382784,Australia,35-44,Premium,62.2,0.24
Show 1676,Comedy,2021,5.1,985198,North America,55-64,Standard,59.2,0.88
Show 1677,Documentary,2011,4.6,689815,Africa,25-34,Premium,42.2,0.38
Show 1678,Action,2008,8.8,371590,Australia,55-64,Premium,149.3,0.39
Show 1679,Romance,2004,3.2,174807,Africa,25-34,Basic,78.7,0.17
Show 1680,Comedy,2009,9.7,99702,South America,18-24,Premium,158.5,0.9
Show 1681,Romance,2003,9.6,110509,South America,55-64,Premium,121.2,0.26
Show 1682,Comedy,2004,3.2,360752,Australia,45-54,Basic,131,0.67
Show 1683,Action,2009,4.1,119310,Australia,65+,Standard,73.8,0.68
Show 1684,Romance,2010,9.1,934613,Australia,45-54,Premium,98.6,0.35
Show 1685,Thriller,2020,9.7,837234,Australia,45-54,Premium,91.8,0.99
Show 1686,Drama,2023,5,728380,Europe,45-54,Standard,65.4,0.16
Show 1687,Thriller,2009,3.9,563910,Australia,65+,Basic,154.9,0.65
Show 1688,Documentary,2007,5.7,114935,Australia,45-54,Premium,123.3,0.53
Show 1689,Action,2001,7.2,265440,South America,25-34,Basic,35.6,0.32
Show 1690,Thriller,2022,3.5,122919,Africa,55-64,Standard,153,0.25
Show 1691,Comedy,2007,7.6,925101,South America,18-24,Standard,45.9,0.76
Show 1692,Documentary,2015,1.5,963101,North America,45-54,Basic,90.6,0.92
Show 1693,Documentary,2021,1.4,701314,Europe,45-54,Standard,115.7,0.2
Show 1694,Thriller,2004,4.5,74519,Europe,18-24,Standard,31.1,0.27
Show 1695,Thriller,2002,4.2,716475,Africa,18-24,Premium,127.9,0.99
Show 1696,Action,2011,3.8,503204,Australia,45-54,Basic,129,0.11
Show 1697,Drama,2012,5.4,965655,South America,25-34,Premium,127.9,0.56
Show 1698,Thriller,2012,3.9,261587,North America,18-24,Basic,54.5,0.56
Show 1699,Sci-Fi,2009,2.7,153112,South America,55-64,Premium,68.4,0.34
Show 1700,Thriller,2003,3.8,49772,Australia,55-64,Standard,67.1,0.7
Show 1701,Romance,2008,9.8,127431,Australia,25-34,Basic,174,0.95
Show 1702,Comedy,2021,4.7,887522,Asia,65+,Basic,40.1,0.51
Show 1703,Sci-Fi,2023,5,199904,South America,35-44,Basic,94.3,0.77
Show 1704,Sci-Fi,2022,6.2,163988,Africa,25-34,Basic,160.7,0.68
Show 1705,Romance,2001,9.9,836303,South America,45-54,Standard,145.4,0.53
Show 1706,Romance,2018,3.2,519743,Europe,35-44,Standard,153.4,0.14
Show 1707,Documentary,2000,7.1,817804,North America,45-54,Standard,175.8,0.77
Show 1708,Drama,2006,7.4,984211,Africa,55-64,Premium,88.1,0.43
Show 1709,Comedy,2016,6.5,44080,Asia,18-24,Standard,76.4,0.3
Show 1710,Action,2002,1.8,111242,North America,45-54,Premium,34.6,0.95
Show 1711,Sci-Fi,2019,7.1,834154,North America,55-64,Premium,52.5,0.8
Show 1712,Action,2019,1.6,519080,Europe,25-34,Standard,114.3,0.97
Show 1713,Thriller,2020,6.4,34048,Europe,45-54,Standard,53.6,0.33
Show 1714,Thriller,2002,7.7,614493,Europe,55-64,Standard,140.4,0.85
Show 1715,Action,2002,2.9,932281,Africa,18-24,Premium,35.6,0.65
Show 1716,Thriller,2016,8.6,321855,South America,45-54,Basic,68.9,0.98
Show 1717,Drama,2006,1.3,172403,North America,65+,Standard,134.3,0.95
Show 1718,Romance,2013,8.6,261392,South America,55-64,Premium,68.3,0.98
Show 1719,Thriller,2016,5.1,25968,South America,45-54,Premium,139.3,0.96
Show 1720,Documentary,2017,3,452185,Europe,18-24,Standard,179.4,0.11
Show 1721,Thriller,2012,2.2,239417,South America,45-54,Premium,149.6,0.77
Show 1722,Comedy,2019,9.6,540580,North America,45-54,Standard,81.3,0.34
Show 1723,Drama,2019,1.7,781230,North America,65+,Premium,165.1,0.73
Show 1724,Comedy,2020,2.8,963298,Australia,55-64,Basic,37.7,0.98
Show 1725,Comedy,2017,4.1,346603,Asia,35-44,Premium,138.8,0.14
Show 1726,Documentary,2003,6.6,778292,Africa,45-54,Standard,33.5,0.61
Show 1727,Drama,2000,5.9,841624,South America,35-44,Basic,56.2,0.76
Show 1728,Drama,2017,2.1,950207,Africa,25-34,Standard,178.1,0.33
Show 1729,Drama,2000,3.6,613481,Africa,45-54,Premium,84.1,0.3
Show 1730,Drama,2012,3.1,598453,Africa,35-44,Basic,153.1,0.15
Show 1731,Drama,2019,2.9,859082,Australia,25-34,Basic,86.4,0.18
Show 1732,Documentary,2019,4.7,979020,Africa,65+,Premium,156,0.69
Show 1733,Thriller,2022,7.3,498197,Australia,55-64,Basic,174.8,0.55
Show 1734,Comedy,2009,3,921290,North America,45-54,Basic,95.3,0.13
Show 1735,Drama,2010,4.3,630686,South America,55-64,Basic,113.9,0.97
Show 1736,Sci-Fi,2008,4.5,751470,Australia,25-34,Standard,124.3,0.69
Show 1737,Thriller,2008,9.8,889317,Asia,55-64,Standard,170.2,0.56
Show 1738,Thriller,2004,9.6,158329,Africa,55-64,Basic,68.5,0.35
Show 1739,Comedy,2000,8.2,105588,Asia,18-24,Premium,121.7,0.69
Show 1740,Documentary,2016,3.2,370500,North America,25-34,Premium,78.7,0.43
Show 1741,Action,2021,1.6,782110,North America,55-64,Standard,62.5,0.73
Show 1742,Action,2001,3.9,529186,Europe,35-44,Premium,42.7,0.71
Show 1743,Thriller,2023,3.4,874941,Africa,25-34,Basic,123.1,0.18
Show 1744,Romance,2012,5.6,751633,Europe,18-24,Premium,162.3,0.92
Show 1745,Romance,2008,8,318816,Asia,45-54,Standard,82.7,0.54
Show 1746,Comedy,2003,8.7,985812,South America,65+,Standard,112.9,0.45
Show 1747,Action,2004,8.6,737943,Europe,55-64,Basic,126.3,0.96
Show 1748,Thriller,2010,4.2,517552,North America,35-44,Standard,92.2,0.49
Show 1749,Documentary,2023,7.2,289257,Africa,18-24,Standard,165.5,0.75
Show 1750,Action,2018,3.8,267838,Asia,25-34,Standard,84.4,0.69
Show 1751,Thriller,2020,1.5,20588,Australia,65+,Premium,48.8,0.25
Show 1752,Thriller,2002,7.3,722116,North America,65+,Standard,51.6,0.99
Show 1753,Drama,2011,1.1,462301,Australia,55-64,Premium,163.6,0.52
Show 1754,Documentary,2018,4.7,771719,South America,18-24,Standard,178.2,0.46
Show 1755,Drama,2018,4,250456,Africa,18-24,Standard,73.3,0.93
Show 1756,Comedy,2012,7.2,721502,South America,35-44,Premium,51.5,0.58
Show 1757,Drama,2006,7.9,69373,South America,45-54,Premium,102.3,0.73
Show 1758,Sci-Fi,2014,3.7,877035,Africa,45-54,Basic,136.4,0.86
Show 1759,Drama,2022,8.3,535992,Africa,45-54,Basic,121.9,0.31
Show 1760,Sci-Fi,2006,3.6,45136,Australia,65+,Premium,172.7,0.25
Show 1761,Action,2007,5,596795,South America,65+,Standard,152.7,0.16
Show 1762,Romance,2004,7.5,52361,Asia,25-34,Basic,160.3,0.91
Show 1763,Thriller,2020,7.2,850279,Australia,65+,Premium,111.3,0.28
Show 1764,Sci-Fi,2013,9.9,897791,Africa,65+,Premium,79.1,0.38
Show 1765,Documentary,2003,3,147513,North America,18-24,Standard,135.3,0.36
Show 1766,Drama,2022,7,386050,Australia,25-34,Premium,95.9,0.37
Show 1767,Sci-Fi,2009,6.5,19677,Europe,18-24,Basic,73.2,0.7
Show 1768,Documentary,2019,9.2,819250,Asia,35-44,Standard,52.8,0.96
Show 1769,Romance,2014,2.4,269012,Australia,35-44,Premium,109.2,0.4
Show 1770,Romance,2017,7.8,612879,Africa,25-34,Premium,119.1,0.47
Show 1771,Drama,2019,6.1,915394,Africa,25-34,Standard,115.3,0.79
Show 1772,Comedy,2012,3.5,334408,Asia,65+,Standard,47.5,0.49
Show 1773,Drama,2007,5.3,602456,Europe,35-44,Standard,115.5,0.93
Show 1774,Action,2008,4,672403,Australia,55-64,Basic,55.3,0.55
Show 1775,Sci-Fi,2015,6.2,76939,Australia,45-54,Basic,129.6,0.41
Show 1776,Thriller,2018,9,282876,South America,65+,Premium,94.4,0.97
Show 1777,Comedy,2015,6.1,846676,North America,45-54,Premium,157.3,0.48
Show 1778,Drama,2006,6.7,416742,Africa,35-44,Standard,146.7,0.31
Show 1779,Documentary,2013,5.7,800772,Australia,45-54,Premium,138.7,0.26
Show 1780,Comedy,2013,1.5,764848,Australia,55-64,Premium,135.1,1
Show 1781,Sci-Fi,2003,3.1,813826,Australia,55-64,Standard,114.1,0.78
Show 1782,Comedy,2014,5.4,365701,Europe,18-24,Basic,39.2,0.47
Show 1783,Sci-Fi,2002,3.8,140174,North America,25-34,Basic,128.3,0.84
Show 1784,Drama,2004,2.6,500062,Australia,45-54,Basic,100,0.59
Show 1785,Sci-Fi,2000,5.5,548447,Asia,55-64,Premium,100.4,0.39
Show 1786,Comedy,2002,3.9,127366,Africa,25-34,Standard,86.9,0.77
Show 1787,Documentary,2014,3.3,201164,South America,25-34,Basic,169.4,0.77
Show 1788,Romance,2023,5.2,797644,Asia,18-24,Premium,67.4,0.55
Show 1789,Comedy,2007,2.2,495576,Africa,25-34,Standard,77.5,0.14
Show 1790,Sci-Fi,2003,9.3,828837,Europe,25-34,Basic,174.5,0.17
Show 1791,Romance,2001,8.8,397776,North America,65+,Basic,151.5,0.81
Show 1792,Sci-Fi,2023,7.4,344205,North America,35-44,Standard,32.1,0.84
Show 1793,Documentary,2023,2,361440,Africa,18-24,Premium,165.9,0.71
Show 1794,Sci-Fi,2009,8,846618,Asia,18-24,Premium,64,0.86
Show 1795,Drama,2003,8.3,966743,South America,45-54,Basic,135.9,0.75
Show 1796,Thriller,2002,7.9,771164,Europe,25-34,Standard,113,0.91
Show 1797,Comedy,2001,2,753353,Africa,45-54,Premium,110.5,0.24
Show 1798,Thriller,2016,6.8,390289,Europe,65+,Standard,137.7,0.45
Show 1799,Sci-Fi,2022,8.5,511767,North America,55-64,Standard,61.1,0.52
Show 1800,Documentary,2020,6.2,539820,Australia,25-34,Basic,53.9,0.37
Show 1801,Comedy,2023,6.8,215126,Australia,55-64,Standard,127.8,0.75
Show 1802,Sci-Fi,2019,5.1,994516,South America,35-44,Standard,73.6,0.92
Show 1803,Romance,2022,5.8,221351,Europe,65+,Standard,176.1,0.47
Show 1804,Action,2012,1.3,333684,Africa,25-34,Premium,97.7,0.95
Show 1805,Sci-Fi,2004,6.8,108021,South America,45-54,Basic,46.7,0.57
Show 1806,Thriller,2020,1.7,794703,Asia,45-54,Basic,132.9,0.57
Show 1807,Comedy,2008,4.9,967986,Australia,25-34,Standard,75.9,0.64
Show 1808,Thriller,2021,3.6,5209,Africa,45-54,Standard,52.3,0.34
Show 1809,Comedy,2005,5.9,227071,Europe,25-34,Premium,93.4,0.45
